executionTime
22709
22812
22396
43385
22708
22812
22240
22761
22343
22604
23073
22760
22240
42240
42187
22656
22239
22708
22969
22969
22396
22813
29844
42604
42084
43438
42136
42395
22396
42448
22344
22917
29844
43229
42656
30990
43125
30417
29896
42083
41823
22239
22031
29792
29375
22344
22916
42604
22396
29688
41719
42656
21979
22396
22031
22344
22136
42239
21927
42240
21979
23698
42656
41979
21875
22395
21823
22187
41615
22448
21927
22187
42448
22447
21875
22344
30053
22656
21979
22291
21875
22188
21875
22239
21875
22604
22031
42813
42448
22292
21875
22864
22292
30208
41719
22396
41667
31041
42448
42500
41666
22500
41614
22708
29219
22344
22605
30000
22135
29740
29323
22292
29375
22344
42240
22135
21980
22395
21979
29740
22032
42761
41927
42813
41719
42135
41615
42031
21927
42500
29219
29635
22031
23177
21979
22083
23542
22813
22031
23177
22032
22187
21875
22240
21980
42292
21980
22396
21979
23230
43229
42396
22135
22344
29375
22291
21875
22292
21771
22292
22031
22187
21979
29791
41719
43489
22240
22448
21927
22292
21979
42083
29219
22344
29375
22969
22552
22135
29323
42812
30521
42761
22135
22553
29531
42136
30156
41927
21927
22344
22031
23021
22031
22187
22552
22657
22032
22344
21979
22188
21927
30364
30000
29636
21875
22188
21823
22239
21875
22968
42291
23594
22656
22239
21979
22344
21928
22657
29270
22136
21979
22136
21927
22291
22500
42448
21875
22969
22344
42135
22031
22240
41666
22188
41718
42032
29375
29687
30156
23594
22344
22448
29271
42344
21927
22500
21979
22240
21927
22396
21980
22292
21875
22917
22657
42395
22084
29687
22084
29687
41875
41823
21927
29584
22552
22239
21771
22291
21927
22916
22396
22448
41719
45989
22188
22448
29427
22396
21875
42760
22084
22343
29531
22292
43073
42343
29375
22240
29323
41979
22656
22291
41614
22500
21979
22292
29219
22292
42448
22657
22709
41979
41719
41927
21927
22968
22239
42031
29375
23594
21979
42083
29375
42708
22395
23073
22708
22291
21927
22188
22031
22083
21771
22239
41615
42709
42188
42656
22188
42031
29323
22917
41771
41927
21823
42083
21927
22343
21979
22291
21979
22968
42968
42552
21927
22083
41562
29792
41667
41979
29167
22240
23073
22292
21979
22292
29271
43281
22344
22292
21927
42136
29219
29583
29219
42083
21823
22917
22552
42031
29271
22292
22500
22865
22031
22187
22031
22291
22604
29636
22083
42135
22031
22396
21979
22604
22032
31718
22448
22552
41719
22291
21979
42656
42084
22292
41771
42032
29323
22604
21927
42812
29896
23021
22708
22396
21875
29791
21875
22500
21875
22292
22083
22135
21875
22396
23281
22656
22188
22916
21979
29896
41771
42136
21875
42188
