executionTime,wakeUpLatency,interfered
22552,4844,0
22916,4636,0
22604,3958,0
44114,4531,0
23282,4166,0
23072,5417,0
22656,4114,0
22917,4687,0
22604,4063,0
22709,4583,0
22657,4010,0
22969,4844,0
23333,4062,0
43542,4843,1
42604,4166,0
22344,4635,0
22083,3959,0
22500,4532,0
22187,4063,0
23072,4532,0
22135,4167,0
22552,4584,0
29479,4167,0
42968,4532,0
41875,4062,0
42136,4687,0
42500,4792,0
42709,4635,1
22135,4219,0
43438,4635,0
22812,3854,0
22605,5520,0
29427,4167,0
42396,4635,0
41875,4062,0
29636,4635,0
41719,4219,0
30000,4687,0
29531,4115,0
42292,4531,0
43333,4167,0
22708,5417,1
22187,4323,0
29844,4688,0
29479,4271,0
22708,4427,0
22396,4167,0
42135,4583,0
21979,4219,0
29792,4635,0
41927,4010,0
42240,4583,0
22032,4843,0
22552,4479,0
22084,4166,0
23854,4583,0
22552,4219,1
42396,4635,0
22239,4167,0
42343,4532,0
22031,4167,0
22604,4584,0
41927,4896,0
42135,4636,0
22135,4115,0
22343,4532,0
22864,4011,0
22448,4375,0
42083,4167,0
23385,4532,0
22605,4218,1
22500,4635,0
42032,4114,0
22343,4480,0
22084,4114,0
22396,4635,0
30938,4114,0
22552,5313,0
21927,4948,0
22395,4636,0
22084,4062,0
23125,4271,0
22136,3958,0
23177,5052,0
22604,4323,1
23386,4583,0
22240,4010,0
43073,4688,0
42032,4062,0
22448,4688,0
21980,4166,0
23229,4635,0
22656,4115,0
29896,5208,0
41875,4062,0
22239,4480,0
41719,4166,0
29948,4583,0
42500,4166,0
42760,4740,1
42084,4062,0
23229,4636,0
42500,4062,0
22396,4427,0
29375,4323,0
22396,4583,0
22187,4115,0
29739,4584,0
22031,4167,0
29792,4583,0
29375,4166,0
22500,4531,0
29427,4167,0
23125,4687,0
42396,5312,1
22656,4635,0
22031,3958,0
23073,4583,0
22136,4114,0
29843,4844,0
22031,4166,0
42188,4531,0
41771,4062,0
42240,4739,0
41823,4792,0
42187,4636,0
41666,3959,0
42188,4635,0
23333,4063,0
42760,5573,1
29636,4166,0
29948,4635,0
22448,4011,0
22552,4583,0
22083,4063,0
22448,4635,0
22240,4010,0
22448,4636,0
23229,4166,0
22500,5364,0
21979,3958,0
22500,4584,0
22865,4062,0
23073,4740,1
22188,4270,0
42396,4583,0
22188,3906,0
22552,4636,0
22084,4062,0
22605,4583,0
41875,4896,0
42291,4636,0
22187,4115,0
22448,4688,0
29791,3906,0
22448,5156,0
22760,4115,0
22864,4688,1
22188,4166,0
22500,4687,0
22031,4114,0
22500,4479,0
22084,4218,0
29792,4635,0
42657,4166,0
42240,4531,0
21980,4166,0
22448,4583,0
21980,4010,0
22448,4375,0
21980,4218,0
42813,4635,0
29844,4219,1
22604,4636,0
30104,4167,0
22396,4636,0
22083,4011,0
22552,4584,0
29479,4115,0
43333,4480,0
29427,4062,0
42291,4531,0
21980,4166,0
22396,4583,0
29375,4010,0
42136,4583,0
29948,4895,0
42760,4844,1
22240,4115,0
22605,4687,0
22865,3906,0
22240,4583,0
22136,4062,0
22396,4688,0
22083,4063,0
22500,4740,0
22084,4114,0
22500,4636,0
22031,4011,0
22448,4636,0
23385,4115,0
30156,6250,1
29531,4583,0
29740,4635,0
22187,4115,0
22760,4427,0
22188,4062,0
22448,4635,0
22084,4166,0
22448,4583,0
41980,4114,0
22448,4687,0
22083,4896,0
22656,4479,0
22135,4115,0
24062,4531,0
22761,4271,1
22552,4896,0
29531,4219,0
22500,4531,0
21979,4219,0
22708,4584,0
22136,4948,0
22292,4635,0
22136,4166,0
42917,4635,0
22865,4218,0
22500,5416,0
22136,4270,0
43073,4583,0
22396,4271,1
22344,4740,0
41875,4010,0
22395,4688,0
41980,3958,0
42084,4687,0
30157,4062,0
29792,4531,0
29479,4896,0
22291,4636,0
22135,4063,0
23073,4531,0
29480,4010,0
42239,4688,0
22812,4063,0
23594,4844,1
22136,4166,0
22500,4635,0
22187,4948,0
22448,4531,0
22292,4166,0
23333,4531,0
22865,4114,0
22344,5416,0
22084,4114,0
42240,4635,0
22084,4218,0
29896,4479,0
22083,4271,0
30417,4635,0
42864,4375,1
44479,4584,0
23021,4011,0
30156,4375,0
22292,4479,0
22812,4427,0
22552,4166,0
23073,4531,0
22240,4218,0
22916,4427,0
22604,4063,0
22864,4479,0
42969,4062,0
45885,4375,0
23125,5000,1
23125,4687,0
29792,4219,0
23646,4583,0
22656,4063,0
42812,4740,0
22448,4063,0
22708,4375,0
29896,3854,0
23177,4531,0
42292,4792,0
42604,4531,0
29844,4218,0
24114,4636,0
31146,4167,0
43021,5365,1
22448,4114,0
22917,4531,0
42344,4115,0
22864,4479,0
22604,4166,0
22813,4687,0
29948,4114,0
22813,4583,0
43073,4219,0
22760,5365,0
22552,5000,0
42709,4427,0
42448,4271,0
43750,4688,0
22761,4219,1
22709,5468,0
22500,4062,0
42656,4635,0
30052,4063,0
23021,4635,0
22604,4896,0
42812,4583,0
29740,4166,0
44011,4687,0
22604,4115,0
22708,5781,0
22500,4062,0
22969,4531,0
23021,4062,0
23229,4896,1
22500,4115,0
22917,4636,0
22343,4219,0
22813,4479,0
43073,4115,0
42604,5261,0
42396,4479,0
42657,4635,0
22604,4115,0
42708,4636,0
29895,4115,0
23073,4531,0
42292,4167,0
43959,4531,0
24166,4323,1
42760,5521,0
22552,4739,0
22813,4687,0
22188,4062,0
23229,4584,0
22187,4219,0
22396,4635,0
41667,4114,0
42032,4739,0
22084,4062,0
22292,4583,0
41927,4062,0
29740,4583,0
42500,4115,0
43750,4636,1
30000,4114,0
22448,4531,0
22031,3906,0
22239,4584,0
21979,4219,0
22291,4688,0
29219,4114,0
42448,4636,0
22031,4115,0
22552,4583,0
22708,4010,0
42188,5312,0
29948,4948,0
30105,4531,1
29531,4115,0
42760,4740,0
22292,4010,0
22291,4480,0
21980,4114,0
42187,4584,0
29375,4219,0
22500,4584,0
21979,4896,0
22552,4688,0
22031,4167,0
23282,4479,0
22500,4167,0
23125,5260,0
22604,4219,1
29896,4583,0
22084,4114,0
42083,4479,0
22083,4062,0
22343,4479,0
21823,4114,0
23230,4531,0
22761,4114,0
29792,5260,0
21979,4219,0
22344,4427,0
41875,4167,0
23020,4532,0
22604,4323,1
42344,4583,0
41875,4063,0
22448,4532,0
42500,3958,0
42395,4636,0
29375,4740,0
22448,4584,0
22135,4115,0
42812,4688,0
29531,4011,0
22396,4948,0
22135,4010,0
23281,4635,0
22709,4114,0
30364,4740,1
22135,4688,0
22395,4480,0
22084,4166,0
23073,4479,0
22865,4166,0
22395,5313,0
21980,4010,0
22344,4479,0
21980,4062,0
22396,4635,0
21979,4115,0
22291,4584,0
22083,4115,0
30833,4635,0
42969,4270,1
42291,5365,0
22031,4479,0
42396,4583,0
41875,3958,0
30156,4635,0
22083,4114,0
22396,4635,0
41771,4114,0
22240,4583,0
41562,4167,0
22396,4531,0
22031,4063,0
29844,4583,0
42500,4062,0
23386,4791,1
29635,4167,0
42292,4791,0
41771,4167,0
22239,4479,0
41823,4167,0
22448,4688,0
22031,4115,0
42187,4479,0
41771,4167,0
43438,4635,0
42552,4167,0
29844,4479,0
22084,4322,0
23021,4583,0
22396,4427,1
30000,4687,0
22188,4114,0
22448,4479,0
22031,4115,0
22448,4688,0
30730,4062,0
42291,4688,0
22083,5052,0
42188,4479,0
22083,4167,0
23177,4428,0
29427,4219,0
23594,5261,0
22605,4270,1
22656,4688,0
22240,4114,0
22500,4635,0
22032,4895,0
29792,4636,0
41771,4166,0
22292,4583,0
22500,4166,0
42135,5469,0
41823,4114,0
22344,4583,0
41718,4115,0
30468,4688,0
42344,4271,1
22396,4479,0
21927,3958,0
22604,4375,0
22968,4167,0
22604,5208,0
21979,4636,0
42240,4740,0
21979,4115,0
30000,4531,0
22031,4167,0
22552,4531,0
22083,4062,0
23073,4583,0
23750,4271,1
22395,4584,0
41823,4791,0
29896,4687,0
41823,3958,0
42865,4739,0
41771,4115,0
22552,5052,0
21979,4114,0
42032,4635,0
22083,3959,0
22396,4531,0
22083,3959,0
22500,4532,0
30208,4115,0
43230,4687,1
22813,4114,0
42239,5677,0
29584,4271,0
42396,4479,0
22084,4219,0
23021,4583,0
22083,4062,0
42447,4792,0
41823,4167,0
29896,4583,0
22813,4114,0
22448,4479,0
22032,4739,0
23073,4531,0
22448,4271,1
42188,4635,0
22031,4115,0
22448,4427,0
21979,4063,0
22344,4636,0
22136,3958,0
42136,4427,0
22135,4740,0
22552,4583,0
22083,4063,0
22968,4375,0
22604,4115,0
30469,5468,0
42395,4219,1
22500,4584,0
41980,4062,0
42292,4739,0
42031,3958,0
42292,4583,0
29479,4219,0
22344,4583,0
22812,4115,0
22343,5365,0
22031,4115,0
42291,4688,0
22032,3906,0
22500,4688,0
22656,4115,0
22760,4740,1
22344,4218,0
22396,4687,0
22813,4114,0
42344,4427,0
41823,4740,0
42187,4688,0
22188,3958,0
22760,4688,0
22084,4166,0
22604,4844,0
22084,4114,0
22343,4532,0
22084,4010,0
22969,4531,0
22500,4948,1
29896,4635,0
22031,4167,0
43437,4740,0
22760,4011,0
22552,5417,0
29583,4063,0
29896,4740,0
41875,4062,0
29635,4688,0
22031,4166,0
22500,4688,0
41927,3958,0
30365,4583,0
43698,4063,0
22968,5469,1
22292,4583,0
22448,4635,0
22188,4166,0
22761,4531,0
22187,4167,0
22291,4584,0
41927,3958,0
22396,4635,0
22031,4167,0
42083,4584,0
22135,5000,0
22500,4583,0
42031,4063,0
23750,4636,0
22552,4114,1
22500,5469,0
22031,4062,0
42292,4687,0
22031,4010,0
22448,4583,0
22136,4114,0
42240,4688,0
41667,4166,0
42135,4479,0
42448,4062,0
29896,5781,0
42031,4010,0
42188,4427,0
22656,3958,0
23177,4740,1
22396,4062,0
29688,5104,0
41979,4011,0
29948,4531,0
23229,4167,0
22239,4688,0
22031,4115,0
42135,4636,0
29479,4063,0
42812,4636,0
22084,4062,0
29792,4583,0
22031,4062,0
23177,4531,0
22604,4271,1
30052,4740,0
41980,4062,0
29636,4635,0
22083,3959,0
23230,4583,0
42448,4115,0
22396,5312,0
22240,4115,0
22292,4531,0
22031,4063,0
29688,4531,0
29427,3959,0
42135,4896,0
29948,4010,0
43385,4948,1
42708,4115,0
42396,5260,0
41979,4010,0
22292,4687,0
41719,4114,0
22396,4739,0
41823,4010,0
22292,4531,0
22187,4167,0
22240,4583,0
21927,4063,0
42032,4739,0
23697,4896,0
42552,4636,1
29583,4115,0
42865,4635,0
22396,4219,0
29791,4584,0
41771,4167,0
22291,4636,0
41979,4115,0
22448,4583,0
22135,4115,0
29635,4479,0
22031,4115,0
23177,4427,0
22136,4114,0
23802,5260,0
29948,4219,1
22396,4688,0
22084,4062,0
22240,4583,0
22187,3959,0
22448,4583,0
22240,4010,0
42240,4479,0
22135,4011,0
22396,5052,0
22135,4636,0
42239,4896,0
21927,3907,0
23073,4532,0
42343,4011,0
22864,4792,1
22136,4062,0
22344,4531,0
21979,3959,0
42031,4375,0
41875,4687,0
42292,4531,0
29531,3958,0
23229,4479,0
22761,3906,0
22552,5104,0
41771,4062,0
42240,4375,0
22031,3958,0
23125,4583,0
22396,5260,1
23125,4532,0
30782,3958,0
42969,4531,0
23021,3854,0
29948,5312,0
41719,4427,0
29792,4583,0
41718,3959,0
30104,4532,0
41875,3958,0
22396,4479,0
41927,3854,0
41979,4583,0
30156,3958,0
44011,5573,1
41875,4740,0
42188,4583,0
22188,3906,0
23490,4427,0
22188,4010,0
22240,5208,0
29375,4011,0
42135,4323,0
29323,3959,0
42240,4531,0
22084,3802,0
22396,4635,0
22708,3907,0
23698,4635,1
22709,3958,0
22656,5260,0
29323,3958,0
42239,4427,0
29323,4011,0
42188,4583,0
41875,4010,0
42083,4427,0
21979,4010,0
23282,4427,0
22083,3854,0
29687,4323,0
41875,4739,0
23073,4479,0
22344,4167,1
42344,4531,0
21927,3959,0
29740,4531,0
21979,3959,0
22395,4480,0
21927,4063,0
22552,4636,0
21823,4739,0
42187,4479,0
41719,3959,0
43021,4635,0
42396,3802,0
42240,5208,0
42552,4010,0
22760,4636,1
22187,4011,0
22500,4584,0
22136,3906,0
22396,4323,0
41771,3958,0
29791,4532,0
22604,4011,0
22292,5313,0
41823,4479,0
22343,4584,0
21875,4010,0
22656,4375,0
21979,3907,0
30417,4479,0
42187,4219,1
29947,4584,0
41927,3958,0
22552,4480,0
21979,3854,0
22448,4584,0
22083,4010,0
42708,4479,0
29427,3958,0
42343,4896,0
42292,4062,0
30573,4531,0
25104,4063,0
42656,4427,0
43229,4636,0
43073,4635,1
22083,4062,0
23177,4739,0
22604,4011,0
22240,4479,0
41875,4010,0
42396,4584,0
22083,3958,0
22292,4531,0
21875,4063,0
22291,4375,0
22187,3959,0
22500,4323,0
42656,3855,0
23802,5156,0
22448,4583,1
22396,4531,0
41771,4062,0
42812,4531,0
21979,3959,0
22240,5156,0
21875,4062,0
22656,4479,0
21927,3959,0
41980,4583,0
42396,4740,0
22500,4636,0
22135,3907,0
23437,4636,0
22760,4062,0
22917,5052,1
22188,4062,0
22500,4479,0
41771,3906,0
30052,4427,0
22083,4010,0
22500,4375,0
21979,4011,0
22396,4427,0
22708,4010,0
29687,4375,0
29375,4167,0
42031,4375,0
21979,4062,0
23073,4479,0
42292,4167,1
42448,4687,0
22187,4115,0
22344,4375,0
30260,4063,0
42135,4584,0
22135,4844,0
22500,4427,0
29531,4062,0
23073,4427,0
21980,4218,0
22239,4323,0
29323,3854,0
43542,4531,0
42239,4115,1
42187,4532,0
