executionTime,wakeUpLatency,interfered
8409479,128750,0
8672709,142656,0
8031197,146459,0
8673855,141250,0
8322604,157083,0
8745521,145677,0
8727761,152187,0
7932083,130990,0
8504583,144323,0
7963229,147552,0
10395729,-24686,0
8323594,144531,0
8682916,-9854790,0
8266979,148907,0
8639010,146198,0
8189218,147969,0
8567084,130260,0
8792657,155781,0
7768282,149583,0
8545104,144791,0
8046979,146667,0
10539843,-25936,0
8502657,145468,0
8634948,141979,0
8114271,143229,0
8546459,128020,0
8465000,145468,0
8655833,142083,0
8893178,147760,0
7756823,144792,0
8530886,144843,0
8266666,152136,0
10367448,-27239,0
8423178,145208,0
8541354,131562,0
8313646,147448,0
8610990,142396,0
8452604,143646,0
8420261,146927,0
11041458,-27811,0
11151459,-28229,0
11103178,-13333,0
13462448,-27603,0
13488646,-24322,0
12159687,-30103,0
11263073,-30416,0
11488489,-30832,0
11218750,-30884,0
11174062,-29165,0
11260938,-22291,0
10604688,-29114,0
10866511,-30885,0
10810364,-31509,0
11749636,-20676,0
12891875,-28696,0
10812916,-28019,0
10814114,-28436,0
10870781,-33332,0
11124063,-19010,0
10882448,-30832,0
11134427,-24426,0
10444532,-20885,0
11194635,-19322,0
10840417,-28385,0
11208437,-22759,0
12914479,-28072,0
10977813,-27499,0
11132760,-19738,0
11089427,-26822,0
11296510,-21457,0
11416198,-27759,0
11424896,-29218,0
10463333,-29010,0
10271510,-30363,0
10370053,-29635,0
10546250,-21457,0
13140834,-29583,0
12726146,-26822,0
13080938,-25312,0
13729635,-34113,0
13779479,-28228,0
14368906,-30624,0
14211146,-31666,0
12919479,-25676,0
13297083,-27812,0
13924531,-29165,0
13886667,-25936,0
15627760,-29217,0
14034479,-34999,0
14361042,-29218,0
14845938,-28906,0
13947188,-18229,0
13939167,-24530,0
14130573,-26510,0
14078386,-26926,0
13075677,-23541,0
13541980,-20104,0
13634011,-22968,0
15034740,-25468,0
13904792,-33176,0
12906718,-26665,0
13040782,-24791,0
12417969,-408958,0
12491979,-29009,0
12713490,-13072,0
11497292,-28124,0
11812656,-24374,0
11631302,-33436,0
12322188,-27968,0
13507187,-28853,0
12044323,-26249,0
11636302,-25728,0
11796198,-23697,0
11930364,-28124,0
11796771,-25260,0
11962864,-19165,0
10622709,-18228,0
11278125,-26769,0
11007812,-27759,0
11481562,-28436,0
13489375,-28019,0
11630208,-23124,0
11627865,-30677,0
11639583,-26718,0
11122917,-30364,0
11611407,-22812,0
11506823,-27447,0
10656719,-28801,0
10200937,-26874,0
9923125,144844,0
14192709,-28280,0
12353750,-9791,0
12389011,-21145,0
12442969,-26822,0
13685260,-31457,0
12100937,-28072,0
11889219,-33437,0
12013229,-28592,0
12932396,-26874,0
13583386,-29322,0
13399843,-31249,0
12852656,-29791,0
12148021,-19999,0
12356458,-29217,0
13061666,-28072,0
14119062,-11822,0
13165938,-28020,0
13263750,-27655,0
13063802,-31561,0
12921302,-27655,0
11930364,-11197,0
11510782,-22343,0
12045468,-29165,0
12780053,-27343,0
12497761,-27968,0
12569427,-23489,0
14146667,-24634,0
12784427,-28333,0
13315677,-31457,0
10110417,-31405,0
9902969,135104,0
9486146,143229,0
9865573,144167,0
11499114,-29582,0
10103386,-28645,0
9567500,146041,0
10331719,-28958,0
10157916,-27551,0
10477187,-29738,0
10546979,-27812,0
10502031,-8957,0
10585625,-27447,0
10309011,-27812,0
10854740,-23229,0
12630468,-28540,0
10973073,-27708,0
11162500,-22967,0
11149688,-33957,0
11211510,-23749,0
11440833,-28540,0
10993698,-28853,0
10858334,-29114,0
10693177,-28019,0
10566511,-28697,0
10437865,-24374,0
12049010,-28540,0
10399010,-11301,0
10326771,-23124,0
10627500,-27395,0
10757396,-27968,0
11216146,-27655,0
10657604,-27968,0
10925521,-24791,0
10967813,-24999,0
11150313,-31822,0
10998958,-28541,0
12515521,-26457,0
10594115,-27968,0
10467448,-26406,0
10671719,-28332,0
10326302,-29010,0
10414270,-28697,0
10423750,-28124,0
10862969,-16197,0
9812813,146250,0
10110364,-24582,0
10060989,-29738,0
12078438,-28749,0
10540573,-27290,0
10058073,-31613,0
10331250,-27239,0
10489063,-23905,0
10652500,-31041,0
10357344,-27031,0
10809323,-22863,0
9720052,140677,0
10342656,-28176,0
11994062,-30155,0
11958438,-28749,0
10201042,-28853,0
10013021,142031,0
10455521,-16197,0
10305417,-26718,0
10504844,-28489,0
9978438,144635,0
12924010,-29530,0
9451146,149427,0
10151979,-23228,0
10714271,-27343,0
13179948,-30051,0
11011875,-29166,0
11624531,-21874,0
10812969,-28228,0
10189427,-26666,0
10497344,-28489,0
10464688,-28489,0
10843229,-18280,0
8956719,148073,0
9779323,146979,0
9844062,143646,0
12060104,-28489,0
9106406,144375,0
10309687,-26197,0
8913906,149427,0
9632500,147187,0
9750989,146198,0
9006302,141354,0
10400833,-27343,0
9087969,143541,0
9671823,146719,0
9528594,362239,0
11451563,-28020,0
8957917,148125,0
10117396,-8437,0
9457865,145104,0
9275833,139636,0
9357864,156667,0
9810573,146719,0
10512032,-29791,0
8956459,146771,0
9560104,144323,0
9105260,149323,0
11193698,-20259,0
8821458,144219,0
9898854,142761,0
9986198,150781,0
10182552,-22968,0
9210365,141510,0
9224167,141614,0
10965105,-23802,0
9632136,140937,0
9307084,144948,0
9032187,127552,0
10815886,-26249,0
8468438,139583,0
8819531,148282,0
9029479,144792,0
9163229,142864,0
8992761,152760,0
8865052,127864,0
11236563,-27395,0
10452552,-27812,0
10837135,-25415,0
10788802,-26978,0
12463334,-23437,0
10985052,-15624,0
10014218,140261,0
9967240,140000,0
10831979,-28384,0
10951250,-27290,0
10493854,-27030,0
10608958,-34791,0
9550677,144531,0
10300886,-27812,0
10466719,-28958,0
12221093,-28332,0
10401198,-30468,0
11120678,-30520,0
11019688,-15624,0
11561510,-27499,0
11400364,-28228,0
11385937,-27395,0
10963281,-25312,0
10665625,-28124,0
11228177,-26770,0
11042760,-30780,0
12888281,-28957,0
10851614,-25884,0
11097292,-28801,0
10811303,-27708,0
11151510,-28488,0
11245417,-25156,0
11532761,-14791,0
11183386,-27864,0
10442031,-27864,0
11300781,-29999,0
11657396,-20728,0
13004479,-28124,0
10748177,-28020,0
10823282,-28697,0
10819011,-23489,0
11446198,-28280,0
11270468,-28488,0
11493333,-28905,0
10783750,-18697,0
10626198,-27967,0
11758698,-28541,0
11778229,-28280,0
13158229,-29062,0
11458021,-25572,0
12214375,-27187,0
12296302,-29999,0
12052396,-5832,0
12033854,-23333,0
12016041,-28384,0
11519948,-27603,0
10708906,-27655,0
11267709,-28124,0
11473281,-27395,0
12856979,-30624,0
11564739,-26041,0
11572604,-27134,0
11297396,-28645,0
11952136,-29114,0
11918177,-27916,0
12393333,-28541,0
11666562,-17551,0
11214531,-27916,0
11706563,-27083,0
11874010,-26457,0
12917396,-19270,0
11025729,-22186,0
11439843,-30311,0
11211615,-24999,0
11297916,-28436,0
11022969,-26145,0
10856459,-24843,0
10364896,-22864,0
10392396,-27760,0
10592917,-27968,0
10592239,-13697,0
12146979,-26822,0
10300469,-26718,0
10703698,-28124,0
10221041,-29842,0
10351823,-28801,0
10417813,-27291,0
10307396,-33749,0
10624323,-31249,0
9654271,146823,0
10230209,-27812,0
10069063,-28801,0
11872136,-28072,0
9370833,143282,0
9082396,145000,0
9020260,144479,0
9475521,153854,0
9033698,146198,0
8630677,336406,0
10153073,-28176,0
8237865,144270,0
8223021,146614,0
8627292,153333,0
10226093,-32446,0
8095209,145677,0
8583438,130885,0
8191770,148386,0
8040000,141875,0
8277135,144427,0
8077656,148021,0
10160156,-27395,0
8162448,144166,0
8205834,149010,0
8754844,154531,0
9980521,146510,0
8369635,150365,0
8646510,142396,0
8705468,142709,0
8388229,145365,0
8485625,146302,0
8255104,145261,0
9917448,152708,0
8245625,146145,0
8352239,147292,0
8472917,158333,0
10306875,-8541,0
8589375,147291,0
8483490,147135,0
8515729,143333,0
8583334,145469,0
8367552,129844,0
8677448,147395,0
9894740,149948,0
8156406,148125,0
8387656,142657,0
8253594,145990,0
10356302,-22082,0
8194687,144063,0
8691041,146459,0
8380312,130573,0
8983438,146666,0
8657292,145052,0
8589479,-9855519,0
9950625,383854,0
7679636,143645,0
8299740,150417,0
8413854,128959,0
10110885,-28749,0
8013177,148073,0
8683021,143594,0
8073177,148542,0
8668230,143333,0
8595886,147656,0
8615990,148177,0
9911302,157813,0
7651406,142448,0
8255469,129791,0
8024635,146459,0
10583281,-27082,0
8311615,139844,0
9157552,143646,0
9336666,145521,0
9533907,130208,0
9135729,147500,0
9363073,154375,0
10573802,-21717,0
8556719,146406,0
9448281,144948,0
9375677,145730,0
11695729,-27603,0
9765834,145781,0
7334010,150885,0
7789635,146094,0
7554166,143125,0
7947188,145156,0
9027501,159270,0
7864270,144063,0
7317448,143907,0
7908854,145833,0
7712709,-9855676,0
8003438,146927,0
7539792,142656,0
22491354,-29947,0
7481615,147968,0
7720781,131406,0
7801719,143906,0
7605573,148542,0
9179219,148073,0
7915052,144844,0
7629583,148698,0
7737343,137084,0
7979792,146458,0
7680052,142916,0
7577396,142239,0
7560208,148125,0
7596458,144688,0
7803021,146562,0
7566511,149635,0
9400105,144010,0
7550312,147813,0
7647709,142604,0
7690885,147865,0
7943177,370417,0
7768802,151355,0
7564167,148125,0
7629271,151198,0
7665468,146615,0
7740052,127500,0
7786250,141614,0
9522084,147448,0
7522865,147239,0
7618073,148177,0
7833750,149635,0
7774010,128958,0
7920521,145833,0
7356354,145885,0
7515261,150000,0
7803333,151615,0
7578437,138959,0
7779583,143646,0
9475364,128906,0
7845520,147136,0
7245885,150104,0
7933906,144428,0
7652969,143698,0
7928386,382083,0
7451979,147031,0
7354948,152135,0
7802136,144896,0
7553177,155052,0
7843594,129791,0
9070260,146823,0
7783698,151875,0
7233281,147136,0
7955677,142500,0
7695521,146614,0
7809896,129427,0
7582708,141146,0
7597084,148489,0
7668854,140052,0
7739948,168334,0
7539948,154115,0
9109948,149688,0
7818906,142709,0
7547396,142552,0
7585625,130781,0
7961094,143541,0
7608698,150729,0
7583125,-9624999,0
7575000,146198,0
7592864,147605,0
7779375,146250,0
7561355,143073,0
9409323,155990,0
7459583,143750,0
7526302,143855,0
7634166,142969,0
7920678,145625,0
7728958,147448,0
7472031,130573,0
7574948,150260,0
7749271,143906,0
7684375,136875,0
7765208,146355,0
9202448,145781,0
7467240,146718,0
7533959,147343,0
7840833,144219,0
7648959,129114,0
7852656,145208,0
7287292,141875,0
7611302,155573,0
7842344,152447,0
7719218,158907,0
7737291,153334,0
9229948,149844,0
7860834,154635,0
7201719,146719,0
7894531,146250,0
7588282,145937,0
7894427,145937,0
7612448,-9844479,0
7372656,384271,0
7828020,147969,0
7581042,176458,0
7762865,128177,0
9035105,146510,0
7757761,146562,0
7220573,149740,0
7963177,145261,0
7708125,144896,0
7728907,132187,0
9039062,146511,0
8242500,147969,0
8607552,128229,0
8635885,143958,0
10308125,-18124,0
8176511,148125,0
8769271,148020,0
8571562,145417,0
8678646,131718,0
8895105,143750,0
8641666,148490,0
8999428,152656,0
8274792,143073,0
8418125,404531,0
8609896,145937,0
10647604,-23957,0
8526198,146510,0
8507083,137448,0
8534583,146458,0
8656042,147760,0
8899167,146406,0
8904166,149063,0
8650834,146771,0
8226615,144948,0
8465260,143698,0
8701458,143334,0
10267448,-25989,0
8428541,147813,0
8473958,144375,0
8493125,148021,0
8830938,142604,0
8848437,146302,0
8660156,151771,0
8738020,179480,0
8325261,127552,0
8377500,144010,0
8764688,151354,0
10309948,-27083,0
8427083,143386,0
8624375,142657,0
8463177,130364,0
8661302,146459,0
8588854,142500,0
8880052,143490,0
8887135,148177,0
7977552,144480,0
8396406,145365,0
8737344,150365,0
10468646,-28749,0
8264219,129635,0
8615886,141093,0
8207760,146198,0
8765000,144219,0
8652187,146250,0
8815208,147969,0
8624531,155417,0
8227969,144844,0
8628437,147448,0
8385052,134115,0
10443750,-23072,0
8115469,-9856666,0
8683646,147187,0
8336823,149062,0
8803855,156250,0
8546719,142344,0
8800469,127552,0
9077448,151614,0
8027812,143125,0
8657500,149323,0
8391510,144896,0
10539062,-26457,0
8368021,146198,0
8660469,143541,0
8255729,146511,0
8585364,130313,0
8720886,145937,0
8645730,145885,0
9080678,152708,0
8013698,148229,0
8653593,146303,0
8556146,143281,0
10393698,-27916,0
8267865,146771,0
8420417,128802,0
8438072,143750,0
8701615,146718,0
8698646,146927,0
8510729,155312,0
9067344,152604,0
8211823,149323,0
8452500,128906,0
13432969,-28541,0
11333803,-23958,0
11997604,-26770,0
11832656,-27239,0
13128698,-27447,0
11761302,-26457,0
12061354,-26926,0
12335260,-25832,0
12055885,-15416,0
12037969,-21353,0
12123437,-24999,0
11886719,-29166,0
10927291,-27030,0
11379791,-26613,0
11216875,-25832,0
12583698,-9061,0
11677343,-13644,0
11302761,-27551,0
10638490,-27082,0
11037447,-27967,0
10590313,-16458,0
11216771,-26562,0
10385052,-28540,0
9772448,146458,0
10243073,-29061,0
10518750,-10312,0
11953229,-17030,0
10581250,-24217,0
10795000,-26145,0
10626771,-21770,0
10946041,-27811,0
10734948,-29947,0
10942865,-8385,0
10888750,-27135,0
