executionTime,wakeUpLatency,interfered
16206146,-25051,0
13650052,-25207,0
14860521,-27187,0
14627240,-26353,0
14108021,-32760,0
15349427,-26770,0
15356823,-5780,0
14341719,-26405,0
14872864,-20103,0
15189271,-24061,0
13712344,-28385,0
14861354,-28176,0
12852032,-28645,0
13645938,-8645,0
12966875,9971250,0
13779427,-27290,0
14828854,-16509,0
12481615,-27708,0
13047969,-17655,0
12726823,-26665,0
12903854,-28905,0
11939948,-22551,0
11373854,-29061,0
10953593,-22290,0
10396198,-27343,0
10441771,-20677,0
10157761,-28437,0
11953386,-25052,0
10585729,-29270,0
10676666,-28957,0
11070365,-9218,0
9856355,155000,0
10426980,-25624,0
9226511,149062,0
10702501,-25260,0
8635937,152865,0
9310469,145781,0
9726927,130312,0
11624114,-26040,0
9003542,141250,0
11375469,-27135,0
10249740,-29583,0
10276511,-22343,0
9864010,147657,0
11086719,-27082,0
10217292,-26301,0
9506458,144948,0
9287916,146459,0
8934792,141302,0
9082813,128854,0
9040937,144011,0
10351562,-25311,0
8962396,143855,0
9926615,142448,0
10059635,-28228,0
11898958,-28384,0
11362448,-27656,0
11349114,-5311,0
9971927,144479,0
10174115,-23281,0
9842761,147239,0
9478854,127604,0
10361042,-25833,0
9022031,148698,0
9099114,146459,0
9300417,140833,0
11107813,-25103,0
9640521,145416,0
9630364,155313,0
9067083,145782,0
9613959,126354,0
9599062,142865,0
9857761,179062,0
9849115,128645,0
9780625,152135,0
10069739,-27707,0
12020989,-27551,0
10456407,-27708,0
11261042,-26822,0
12571615,-26822,0
12272084,-8645,0
12266458,-28020,0
12010729,-25936,0
10663333,-26249,0
10727084,-20885,0
10650312,-26145,0
11140417,-28593,0
11994843,-27395,0
10176406,-11874,0
10959115,-26354,0
11322292,-26614,0
11299323,-29113,0
11297239,-27082,0
11623438,-29322,0
10587239,-25676,0
9914792,143072,0
9977812,147136,0
11483698,-26509,0
11778229,-26926,0
10610886,-24374,0
11816302,-24530,0
11898803,-27604,0
12940625,-31614,0
