executionTime,wakeUpLatency,interfered
22447,3959,0
23438,4583,0
23125,4114,0
43021,4792,1
22552,4114,0
23750,4584,0
22448,4114,0
22917,4583,0
22500,4844,0
22968,4532,0
22500,4062,0
23542,4583,0
22604,4218,0
42708,5157,0
42448,4010,0
22917,4687,0
23021,4062,0
23229,4844,1
22500,4896,0
22864,4740,0
22448,4219,0
23906,4479,0
30625,4063,0
42552,5364,0
42240,4219,0
42604,4532,0
42292,4167,0
42761,4687,0
22500,4219,0
42396,4479,0
22084,4166,0
23073,4739,0
30625,4271,1
42448,5417,0
41928,4635,0
29791,4688,0
41875,4063,0
30260,4584,0
29323,4167,0
42136,4531,0
41615,4114,0
22396,4323,0
22136,3906,0
30573,6146,0
29375,3906,0
22343,4480,0
22656,4063,0
43177,4792,1
22448,4010,0
29844,5000,0
41823,3907,0
42239,4375,0
21771,3906,0
22552,4531,0
22032,4166,0
22448,4584,0
22136,3906,0
43594,4427,0
22865,3906,0
42396,4323,0
22135,4011,0
22968,4532,0
42187,4115,1
42344,4479,0
22084,4114,0
22604,4479,0
22083,3854,0
22604,4479,0
42552,4062,0
22500,4479,0
22032,4687,0
22343,4427,0
41719,3854,0
23021,4479,0
22032,3958,0
22240,5260,0
30156,3958,0
23281,4791,1
22239,4011,0
22396,4427,0
21928,3750,0
22448,4480,0
21979,3959,0
23125,4635,0
22656,4063,0
22447,4480,0
21875,3958,0
42395,4480,0
41510,3854,0
22343,4532,0
22604,3958,0
22708,4583,1
22188,4062,0
30000,4479,0
42500,4114,0
22292,4323,0
41771,4323,0
29792,4531,0
41875,4011,0
42239,4584,0
41823,4271,0
22552,4479,0
41771,3906,0
22396,4427,0
29375,4063,0
22968,4584,0
22239,4844,1
29844,4531,0
22032,3958,0
30417,4479,0
29583,3802,0
22448,4687,0
29219,3906,0
22188,4479,0
41719,3906,0
22396,4583,0
22188,3906,0
22552,4480,0
22031,3803,0
30729,4584,0
23437,4063,0
42604,5521,1
41927,4010,0
42292,4583,0
41823,4010,0
42656,4219,0
41667,3958,0
42083,4531,0
22031,3959,0
42136,4427,0
30052,3958,0
29636,5260,0
22084,4635,0
22500,4323,0
21979,3906,0
23125,4428,0
22344,4167,1
22448,4531,0
21927,4011,0
22448,4531,0
22031,3906,0
22239,4480,0
21927,4635,0
22344,4375,0
21927,3958,0
42865,4635,0
22031,3958,0
22239,5000,0
22084,3906,0
22448,4531,0
43125,4063,0
42448,4792,1
22187,4740,0
22344,4635,0
29479,4011,0
23125,4427,0
21979,4011,0
22500,5520,0
21875,3959,0
22447,4428,0
22031,3959,0
22500,4428,0
21927,3906,0
29792,4375,0
41667,4166,0
43854,4531,0
22291,4167,1
22500,5260,0
22032,4687,0
22239,4532,0
22083,3750,0
42396,4635,0
29375,3958,0
22396,4583,0
29323,4063,0
22240,4479,0
21979,4011,0
22239,4479,0
29323,3906,0
42239,4636,0
30104,4010,0
43386,4635,1
22344,3958,0
22396,5000,0
29375,4010,0
42188,4531,0
29323,3906,0
41979,4583,0
22083,3958,0
22292,4427,0
21928,4062,0
22292,4427,0
22709,4062,0
22500,4375,0
22083,4115,0
23021,4636,0
22500,4062,1
22761,4531,0
22187,3906,0
22500,4531,0
21979,3750,0
29739,4375,0
30365,3958,0
29584,5104,0
21979,4688,0
22292,4531,0
22084,3906,0
22969,4479,0
21927,3854,0
22343,4532,0
42500,3958,0
24687,4740,1
23855,3958,0
22761,4427,0
22708,4428,0
22709,4635,0
22396,3854,0
23854,4583,0
30573,3906,0
22917,5052,0
22552,3854,0
22864,4271,0
22396,3958,0
22656,4584,0
23125,3906,0
42917,4740,1
22604,4063,0
23542,4635,0
23125,3959,0
42656,4427,0
22344,4375,0
22864,4480,0
42239,4011,0
22813,4531,0
42083,3958,0
42708,4531,0
29844,3958,0
30313,4479,0
29896,3958,0
25469,4479,0
22917,4896,1
22865,4531,0
29948,4115,0
43333,4583,0
22344,4323,0
22969,4583,0
22500,4115,0
22812,4583,0
22708,4063,0
22865,4583,0
22605,4843,0
22865,4531,0
22396,4115,0
23385,4635,0
23542,4062,1
42761,4583,0
22605,4218,0
30365,4427,0
22396,4219,0
30104,4635,0
42292,4114,0
42552,4584,0
22396,4167,0
30156,4532,0
23698,4062,0
22864,4480,0
22605,4218,0
23281,4687,0
22969,4270,1
22917,4739,0
22448,4114,0
22968,4584,0
42031,4011,0
46615,4583,0
23282,4062,0
22917,4635,0
29896,4739,0
22813,4583,0
22604,4063,0
43490,4635,0
22395,3959,0
23021,4948,0
30468,4063,0
23125,4739,1
42448,4166,0
42656,4636,0
29948,4063,0
23021,4687,0
29584,4270,0
42813,4635,0
22500,4167,0
22396,5416,0
41822,4063,0
22448,4583,0
21979,3959,0
22917,4531,0
29948,4062,0
23073,4843,1
41927,4166,0
22500,4688,0
23177,3959,0
42135,5469,0
41771,4427,0
42135,4584,0
22032,4114,0
22760,4584,0
22188,4062,0
42135,4635,0
29479,3958,0
22396,4584,0
22657,4114,0
42500,4740,1
29583,5000,0
42135,4636,0
22187,4167,0
23021,4584,0
22239,4167,0
22344,4844,0
22032,4062,0
22344,4531,0
22083,4219,0
22344,4688,0
22135,4011,0
22344,4427,0
41719,4011,0
43177,4479,0
43021,4270,1
42291,5313,0
22136,4114,0
42083,4479,0
29375,4062,0
22292,4635,0
41719,4010,0
42136,4635,0
21980,4062,0
42031,4584,0
22916,4167,0
22344,4427,0
21979,4792,0
23229,4636,0
22448,4271,1
22605,4687,0
41927,4114,0
42292,4688,0
22135,3958,0
22396,4636,0
44114,5000,0
29896,5261,0
41771,4844,0
43229,4688,0
29635,3959,0
22552,5000,0
22657,3958,0
22396,4896,0
23072,4115,0
23229,4792,1
29636,4010,0
42291,4584,0
22135,5260,0
22448,4479,0
22135,4063,0
42916,4480,0
30052,3959,0
29636,5260,0
29375,4010,0
42084,4687,0
22135,4062,0
23489,4375,0
22396,4114,0
42760,5104,0
30260,4219,1
23334,4739,0
22864,4063,0
22448,4532,0
22031,4792,0
22240,4427,0
22031,4115,0
22916,4479,0
21979,4011,0
29687,5261,0
22083,4063,0
42083,4479,0
22135,4115,0
23177,4635,0
22448,5000,1
22448,4635,0
22239,4167,0
30521,4479,0
22343,3959,0
22396,5312,0
41771,4062,0
22709,4479,0
22032,4062,0
42136,4531,0
41719,4063,0
22344,4531,0
41719,4063,0
42135,4584,0
30781,4167,0
22917,5573,1
22136,4218,0
42084,4635,0
29323,4114,0
22500,4427,0
21927,4114,0
22552,4739,0
21927,4115,0
29635,4688,0
22031,4062,0
22292,5417,0
22031,4844,0
22240,4427,0
22239,4115,0
23541,4584,0
22344,4219,1
22396,6042,0
21979,4062,0
22604,4635,0
21979,4062,0
22552,4583,0
22136,4791,0
29687,4583,0
41875,3958,0
42917,4635,0
22396,4323,0
42031,4479,0
41615,3958,0
29583,4479,0
22656,4167,0
22761,4687,1
41875,4219,0
22448,4740,0
41823,4167,0
23281,4479,0
22708,4063,0
29844,5833,0
41927,4480,0
22500,4583,0
29427,4114,0
42344,4583,0
41771,4114,0
22396,4219,0
41823,3906,0
23333,4479,0
23177,4115,1
42500,6302,0
41927,4844,0
42864,4531,0
42760,3959,0
30053,4427,0
22187,4063,0
22500,4688,0
22135,4115,0
29948,4636,0
22136,4010,0
22396,4740,0
22135,3958,0
22396,4635,0
30313,4218,0
43594,4687,1
22656,4063,0
42083,5260,0
22135,3907,0
22136,4583,0
29323,4166,0
22500,4688,0
21979,4063,0
22448,4740,0
21927,4011,0
23020,4688,0
22708,4011,0
29739,5208,0
