executionTime
22500
22864
22604
42657
22708
22604
22135
22500
22135
23281
22187
22552
23125
42708
42083
22396
22188
22292
22136
22291
22083
22500
29583
42239
41875
42812
42448
42448
22136
42135
21927
22344
29480
42136
41875
30677
42709
30157
29531
42136
41927
23229
22552
29844
29635
22448
22916
42187
22032
29740
41823
42709
22239
22656
22031
23282
22500
42292
22084
42292
22188
23802
42344
42343
22240
22552
22187
22500
41875
22656
22813
23438
42604
22396
22135
22292
29688
22500
22188
22291
21928
22500
22031
22292
22136
23177
22500
42969
42135
22448
22135
22761
22188
29791
41927
22448
41771
29947
42656
42188
42396
22969
41980
22448
29427
22552
21927
29896
22135
30052
29427
22656
29532
22396
42188
23073
22500
23334
22083
29947
22135
42135
41667
42968
42656
42187
41771
42291
22291
43020
29896
29843
22136
22500
23021
22500
22084
22344
22083
23177
22136
22500
22136
22396
22865
42709
22187
22344
22136
23593
42604
42344
22188
22500
29531
23125
22239
22552
22135
23229
23281
22552
22031
29740
41875
42604
22084
22240
22084
22448
22083
41927
29479
22552
30156
23385
22604
22500
29479
42240
29532
42136
22083
22396
29479
42187
30261
42396
22240
23229
22552
22605
22083
22500
22187
22396
22187
22448
22084
22500
22135
30625
30156
30416
22657
22448
22188
22448
21979
22552
41823
22447
22865
22552
22031
22448
21980
22604
30157
22916
22083
22552
21979
22396
22135
42344
22187
23125
22291
42396
22135
22552
41979
23177
42292
42292
29479
30625
30156
22344
22031
22500
30886
42292
22240
22604
22032
23177
23386
22552
22240
22552
22083
23125
22188
42292
22083
29844
22187
29948
41771
42344
22761
30990
22604
22500
22239
22500
22031
22395
22083
22239
41927
45417
22865
22396
29583
23021
22604
42344
22188
22291
29479
22292
41771
42188
29532
22396
29479
43281
22813
23125
42344
22604
22083
22500
29479
22343
41875
22657
23229
42239
41771
42136
22083
22864
22708
42605
29583
23281
22239
42291
29427
42291
21875
23281
22656
22396
22083
22447
22084
23073
22500
22344
41875
43125
42709
42292
22188
42136
29427
22709
41875
42135
22291
42083
22656
22969
22136
22291
22135
23333
42083
42343
22135
22500
41771
29895
42031
42344
29479
23229
23541
22709
22188
22552
29375
42240
21875
22343
22135
42396
30208
29792
29531
42083
22709
22969
22032
42187
29427
22447
22032
22605
22188
22396
21875
22656
22761
30052
23437
42656
22344
22916
22031
22448
22135
29896
22813
22552
41927
22396
22188
42552
41928
23177
42396
42239
29427
22604
22084
42188
29428
23281
22864
22552
22135
29740
22240
22448
22812
22864
22187
22812
22760
22500
22032
22552
21979
22813
22083
29844
41823
42187
21927
42969
42239
29844
22188
23281
42604
22291
41823
22292
22031
30000
42031
22552
29532
42344
43125
22812
41928
22553
22187
42552
41771
42239
41719
29688
22135
22552
22083
29896
22761
23593
22500
