executionTime,wakeUpLatency,interfered
22084,5000,0
22344,4687,0
22240,4063,0
44218,4688,0
22604,4219,0
22500,5260,0
22084,4218,0
22396,4688,0
22188,4218,0
22604,4687,0
22032,4062,0
22448,4583,0
22761,4114,0
43281,4740,1
42708,4115,0
22500,5156,0
22136,4583,0
22447,4636,0
22136,4166,0
22343,4636,0
22135,4115,0
22656,4792,0
29844,4166,0
42135,4740,0
41979,4219,0
42187,4479,0
41823,4948,0
42812,4688,0
22969,4270,1
42187,4688,0
22136,4167,0
22344,5313,0
29427,4010,0
42240,4635,0
41719,4219,0
29792,4583,0
41927,4792,0
29948,4583,0
29428,4114,0
42135,4688,0
42709,4010,0
22448,4635,0
23438,4322,0
30312,4792,1
29636,4323,0
22500,4688,0
22344,4010,0
42188,4375,0
22136,3906,0
29948,4479,0
42500,4167,0
42291,4636,0
22032,5052,0
22552,4636,0
22240,4062,0
22969,4635,0
22917,4167,0
42656,4792,1
22291,4115,0
42240,4531,0
22136,4062,0
22448,4531,0
42032,4843,0
42344,4583,0
22240,4010,0
23177,4532,0
22917,4062,0
22396,5104,0
42084,4114,0
22604,4375,0
22083,4063,0
23125,4688,0
42500,4166,1
22604,4739,0
22084,4166,0
22448,4688,0
30677,4011,0
22448,5416,0
22083,4740,0
22552,4531,0
22032,4114,0
23073,4688,0
22240,4166,0
22448,5313,0
22136,4010,0
23281,4739,0
22865,4166,0
42865,4687,1
41979,4896,0
22500,4583,0
22135,4219,0
23229,4480,0
22291,4115,0
29896,5000,0
41875,4219,0
22448,4740,0
42031,4271,0
29896,4583,0
41875,5157,0
42396,4583,0
42031,4167,0
23906,4688,0
43072,4271,1
22552,5417,0
29583,4375,0
22552,4531,0
22188,4010,0
30000,4687,0
22083,4167,0
29792,4531,0
29479,4167,0
22761,4583,0
30052,4167,0
22291,5417,0
41927,4063,0
22448,4636,0
22656,4167,0
23438,4687,1
22292,4114,0
29896,4636,0
22187,4115,0
42291,4480,0
41823,4115,0
42083,4636,0
41823,4740,0
42083,4532,0
41927,4167,0
42917,4739,0
22709,4218,0
42344,4479,0
29428,4166,0
30417,4687,0
22500,4323,1
22708,4844,0
22187,4219,0
22604,4428,0
22187,4115,0
22500,4531,0
22865,4166,0
22552,4636,0
22136,4583,0
22552,4583,0
22292,4219,0
22761,4427,0
22083,4167,0
42916,4636,0
22552,4323,1
22605,4635,0
22865,4218,0
22552,4532,0
41875,4010,0
42292,4792,0
22240,4271,0
23229,4532,0
29532,4218,0
22604,4688,0
22187,4167,0
22448,4740,0
22240,3958,0
22604,4688,0
23542,5000,0
22917,4896,1
22136,4427,0
30573,4687,0
42552,4271,0
42500,4531,0
22187,4271,0
22292,4583,0
22031,4063,0
22188,4739,0
22240,4219,0
42135,4687,0
29479,4271,0
22448,4479,0
30000,4219,0
23073,4584,0
22500,4844,1
22500,4636,0
29531,4271,0
42604,4687,0
29479,3958,0
42448,5260,0
22083,4167,0
22395,4740,0
29323,4167,0
42240,4635,0
29479,4948,0
42291,4688,0
22239,4011,0
23177,4688,0
23281,4323,0
22865,5208,1
22188,4270,0
22396,4739,0
22083,4167,0
22344,4583,0
22136,4219,0
22604,4740,0
22187,4167,0
23125,4687,0
23437,4115,0
29896,5416,0
29688,4531,0
29896,4531,0
22239,4219,0
23021,4687,0
22500,4271,1
22604,4688,0
22188,4166,0
22344,4583,0
41927,4063,0
22552,4792,0
22135,4844,0
22604,4688,0
