executionTime,wakeUpLatency,interfered
23386,4375,1
23021,4687,0
22500,4063,0
42708,4688,0
22552,4062,0
23854,4687,0
23177,4114,0
23021,5989,0
22552,4219,0
22917,4688,0
22396,4114,0
22969,4688,0
22761,3958,0
42656,4687,0
42969,4010,0
23281,4844,1
22500,4218,0
22969,4740,0
22604,4792,0
22864,4532,0
22500,4166,0
23697,4740,0
30261,4114,0
42865,5000,0
42552,4115,0
42395,4532,0
42188,4062,0
42656,4583,0
22448,4062,0
43385,4688,0
22969,4167,1
23750,4687,0
30000,4063,0
42708,5521,0
42187,3907,0
30416,4584,0
42239,4063,0
30521,4688,0
29792,4115,0
42604,4636,0
42136,4114,0
22760,4688,0
22500,4063,0
30312,4583,0
30625,4896,0
23489,4896,1
22604,4115,0
43334,4583,0
22448,4167,0
30209,4583,0
42240,4062,0
42552,4739,0
22604,4114,0
23073,4687,0
22500,5312,0
22813,4635,0
22604,4062,0
43386,4583,0
23125,4010,0
43282,5312,0
22917,4271,1
23021,4583,0
42292,4219,0
42604,4688,0
22552,3906,0
22812,5261,0
22500,4114,0
22813,4531,0
42916,4167,0
22552,5573,0
22135,4896,0
22344,4635,0
41822,3959,0
23125,4636,0
22812,4115,0
22917,4792,1
29636,4167,0
22656,4688,0
22031,4167,0
22500,4635,0
22031,4844,0
22396,4479,0
22135,3959,0
22605,4427,0
22865,4010,0
22552,5417,0
22135,4011,0
42188,4531,0
41823,4166,0
23229,4739,0
22708,4271,1
22656,4792,0
22239,4063,0
29739,4688,0
42396,4011,0
22448,4687,0
41927,4896,0
29948,4635,0
41823,4115,0
42239,4792,0
41875,4219,0
22604,4583,0
41823,4011,0
22343,4584,0
30312,4115,0
22813,4635,1
22032,4895,0
29844,4844,0
22187,4167,0
29844,4375,0
29896,4063,0
22396,5260,0
29271,4167,0
22292,4635,0
41979,4063,0
22969,4531,0
22083,3959,0
22604,4427,0
22084,4218,0
30364,4427,0
23750,4323,1
42292,5469,0
41927,4114,0
42292,4739,0
41667,3906,0
42604,4688,0
41771,4114,0
42136,4687,0
22083,4063,0
42344,4583,0
29583,4011,0
29791,4688,0
22084,3906,0
22604,4635,0
22760,4167,0
23594,4844,1
22292,4115,0
22395,5209,0
22084,4062,0
22344,4531,0
21927,4115,0
22343,4740,0
22083,4323,0
22396,4687,0
22083,4115,0
42865,4688,0
22812,4271,0
22344,4427,0
22083,4792,0
23073,4792,0
42187,4323,1
43073,4687,0
22083,4062,0
22500,4687,0
29375,3959,0
22343,4584,0
22083,4010,0
22448,4687,0
22032,4739,0
22396,4687,0
22084,4062,0
23386,4687,0
22188,3906,0
29844,5156,0
42396,4166,0
43021,4687,1
22083,4011,0
22448,4688,0
22083,5000,0
22500,4584,0
22083,4063,0
43021,4583,0
30156,4167,0
22500,5365,0
29479,4115,0
22396,4688,0
22083,4167,0
22396,4531,0
29427,4167,0
42864,4584,0
29895,4271,1
43230,4687,0
22865,4114,0
22396,4636,0
29531,3958,0
42292,4792,0
29844,4270,0
43229,4636,0
22083,4115,0
22448,4531,0
22084,4166,0
22396,4791,0
22031,3906,0
22344,4635,0
23438,4948,0
22916,4740,1
22187,4115,0
23645,4636,0
22813,4010,0
22292,5833,0
21928,4166,0
29740,4687,0
29479,4063,0
29792,4687,0
22084,4010,0
22344,4792,0
21979,4011,0
22604,4635,0
23958,4167,0
22865,5520,1
41979,4792,0
22396,4635,0
22135,4167,0
23072,4532,0
22135,4115,0
22135,5365,0
22032,4114,0
22344,4635,0
29479,4271,0
22396,4531,0
22031,4792,0
22292,4531,0
22135,4167,0
23698,4635,0
22760,4323,1
42291,5365,0
22291,4115,0
22500,4635,0
22136,4114,0
42292,4687,0
21979,4010,0
22448,4740,0
41823,4062,0
22344,4583,0
42605,4114,0
42083,4427,0
29532,3958,0
29739,4688,0
30105,4114,0
22812,4740,1
21979,4115,0
22448,4739,0
29531,4167,0
42395,4480,0
22083,4063,0
22604,4688,0
22083,5052,0
22396,4583,0
21979,4114,0
23073,4636,0
22552,4115,0
22500,4479,0
21979,4271,0
23021,4636,0
23958,4427,1
42916,4480,0
22292,3958,0
30365,4479,0
22552,4062,0
30416,4375,0
42604,4010,0
42500,5000,0
22343,4375,0
