executionTime
23385
22968
22396
42709
22084
22657
22240
22448
22083
22552
22760
23854
22448
42344
41875
22969
22084
22396
22136
22396
22187
22657
29583
42344
41770
43490
42760
42917
22083
42135
22031
22969
29583
41822
41770
29896
43281
30156
29531
42239
41927
23333
22447
29896
29375
22344
22135
42135
22240
30000
41771
42917
22343
22709
22188
22552
22604
42917
22188
42396
22083
23438
42760
42447
22188
22500
22291
22448
42135
22864
22031
23021
43281
22552
22240
22552
29635
23229
22031
22448
22084
22395
22083
22448
22188
23490
22605
43177
41875
22708
22395
22448
22083
30052
41875
22604
42031
30000
42032
43021
42448
22813
41927
23334
29635
22500
22135
29843
22813
30000
29323
22604
29531
22395
43125
22916
22135
22552
22136
29792
22136
42240
42084
42188
43020
42240
41927
42083
22813
42657
29583
29792
22187
23385
22343
22500
22188
22448
21979
23021
22864
22448
22135
23125
22605
42344
22136
22500
22240
23386
42604
42344
22135
22396
29532
23021
22031
22448
22604
22968
22291
22500
22343
29895
41770
43021
22604
22291
22083
22396
22031
42292
29531
23333
30052
23230
22969
22500
29740
42448
29583
43020
22031
22448
29479
42291
30521
42292
23490
22917
22292
23125
22188
22448
22084
22344
21979
22500
22136
22552
22188
30677
30364
30625
22604
22500
22083
22448
22187
22604
41927
22552
22969
22604
22135
22343
22031
23333
30052
22812
22135
22500
22188
22552
22136
42031
22084
23230
22761
42291
22188
22292
41823
22917
42500
42344
29531
29791
30156
22448
22031
22291
29479
42916
22187
22656
22135
23125
22604
22604
22083
22656
22292
23229
23021
42500
22031
29948
22084
30000
41980
42448
22916
31354
23073
22604
22240
22500
22083
22813
22239
22396
41927
46093
22239
22500
29688
23281
22656
43125
22500
22500
29635
22448
41771
42239
29479
22500
29479
42188
22760
22344
42500
22760
22032
22552
29688
22604
41719
22500
22136
42135
41875
42135
21979
23125
22500
42813
29948
22708
22187
42396
29531
42135
22188
22500
22865
22604
22135
22344
22083
22500
22760
22760
41927
42240
41875
42344
22136
42188
29428
23073
41927
42239
22187
42344
22032
22969
22656
22604
22291
23125
42500
42344
22135
22500
41979
29896
41875
42188
29427
23125
23906
22396
22240
22500
29531
43021
22083
22448
22084
42187
29480
