executionTime,wakeUpLatency,interfered
22136,4896,0
22396,4479,0
22083,4063,0
43334,4583,0
22500,4271,1
22656,4635,0
22083,4219,0
22500,4479,0
21979,4167,0
22343,4532,0
21927,4740,0
22448,4531,0
22031,4115,0
43073,4583,0
42500,4167,0
22448,4375,0
22031,4166,0
23073,4323,0
22500,3958,1
22813,4583,0
22031,4115,0
22500,4635,0
29531,4010,0
42240,4583,0
42604,4010,0
42188,5260,0
41875,4635,0
42136,4583,0
21979,4063,0
42448,4583,0
22135,3959,0
22239,4740,0
30052,4115,0
42553,4843,1
41875,4011,0
29844,4739,0
41875,4896,0
29948,4479,0
29635,4063,0
42709,4687,0
42083,4115,0
22396,5208,0
21927,4114,0
29844,4583,0
29531,4219,0
22500,4531,0
22032,4166,0
42865,4635,0
22448,4063,1
31198,4635,0
42552,4115,0
42031,4479,0
21979,3855,0
23282,4583,0
22135,4115,0
22395,4636,0
21979,4063,0
42240,4583,0
22135,4062,0
42135,4480,0
23073,4010,0
22240,5468,0
42292,4114,0
42448,4792,1
22032,4114,0
22761,4583,0
22136,4166,0
22500,4375,0
41770,4063,0
22968,4792,0
22083,4062,0
22344,4479,0
41719,4219,0
22396,4531,0
21927,4219,0
23698,4479,0
29948,4063,0
23072,5261,0
22448,4218,1
22447,4792,0
22136,4114,0
22396,4583,0
22083,3906,0
22292,4688,0
22031,4167,0
22917,4531,0
22500,4062,0
42135,5365,0
41666,4271,0
22448,4687,0
22136,3906,0
22500,4635,0
22656,4063,0
30052,4687,1
41875,4115,0
22448,4687,0
41770,4063,0
29739,4480,0
41563,4792,0
42031,4636,0
41875,4063,0
23177,4687,0
41771,4062,0
22240,4687,0
29479,4114,0
22396,4427,0
22136,4166,0
30417,4583,0
22500,5000,1
29896,4583,0
29479,4063,0
23229,4532,0
30052,4115,0
22396,5417,0
41667,4115,0
22344,4584,0
21875,4115,0
22604,4636,0
22083,4271,0
29896,4531,0
22187,4115,0
43542,4531,0
43541,4271,1
42240,5469,0
41771,4479,0
41979,4427,0
41823,4010,0
42188,4687,0
22083,4219,0
42187,4636,0
29479,4062,0
29895,4584,0
21979,4115,0
22500,4375,0
22135,4740,0
23073,4688,0
22448,4166,1
23281,4687,0
22188,3958,0
22396,5052,0
22083,3958,0
22395,4584,0
21927,4114,0
22291,4584,0
22136,4687,0
42135,4532,0
21979,3958,0
22865,4635,0
22657,4062,0
22552,5365,0
42447,4167,0
42552,4688,1
21979,4219,0
22344,4687,0
29479,4115,0
22395,4428,0
21979,4167,0
22187,4584,0
23177,4167,0
22500,5261,0
22136,4948,0
22292,4583,0
21979,4010,0
30157,4583,0
41875,4063,0
43021,4479,0
22292,4323,1
22448,4583,0
22032,4062,0
22500,4636,0
21823,3958,0
42136,4583,0
29427,4115,0
23021,4583,0
29844,4011,0
22500,5000,0
21980,4062,0
22344,4531,0
29531,3906,0
42135,4688,0
30000,4010,0
42605,4739,1
22084,4114,0
23021,4739,0
30625,4218,0
42292,4375,0
29323,4323,0
42084,4583,0
22084,4062,0
22396,4583,0
22032,4062,0
22239,4896,0
22135,4167,0
22396,4375,0
22032,4062,0
23073,4531,0
22500,5209,1
22448,4635,0
22083,4115,0
22917,4583,0
22031,3958,0
29687,5261,0
29531,4115,0
29895,4792,0
22084,4010,0
22396,4635,0
22083,4844,0
24479,4114,1
22604,4219,0
24166,4428,0
43333,4323,1
23334,5104,0
22604,4167,0
23281,4531,0
22500,4167,0
22969,4583,0
22656,4115,0
22812,4479,0
30052,3959,0
23177,4532,0
23802,4114,0
23177,4479,0
22552,4479,0
23542,4635,0
23021,4219,1
42657,4791,0
22344,4219,0
22813,4635,0
22500,4062,0
43593,4740,0
22500,4167,0
22916,5469,0
42292,4792,0
22865,4583,0
42344,4115,0
43334,4583,0
30208,4011,0
30521,4947,0
30417,4167,0
23437,4844,1
22552,4219,0
22917,4531,0
30052,4010,0
42657,4739,0
22344,4114,0
23802,4531,0
23177,4115,0
22917,5989,0
22448,4219,0
22969,4635,0
22552,3958,0
23229,4583,0
23021,4114,0
23229,4792,1
22604,4114,0
42865,4688,0
23437,4063,0
30312,5313,0
22500,4583,0
30364,4688,0
42240,4218,0
43021,4636,0
22448,4062,0
30521,4636,0
22552,3958,0
22813,4635,0
23229,4114,0
23125,4844,1
22708,4844,0
22812,4688,0
22657,4114,0
23490,4427,0
42813,4114,0
46250,5000,0
22760,4115,0
23073,4740,0
30104,4219,0
22969,4688,0
22656,4115,0
42760,4532,0
22396,4218,0
24479,4584,0
30989,4323,1
22865,5521,0
42344,4322,0
42916,4740,0
29584,4010,0
22656,4635,0
29479,4063,0
42240,4687,0
22135,4063,0
22292,4635,0
42604,4167,0
22396,4583,0
22084,3906,0
22448,4531,0
30156,4011,0
23125,4739,1
41979,4114,0
22500,4792,0
22084,3958,0
42239,4584,0
41771,4063,0
42239,4480,0
22240,4740,0
22448,4531,0
22135,4167,0
42969,4687,0
30157,4010,0
22604,5156,0
23021,4062,0
42761,4791,1
29583,4115,0
42083,4687,0
22083,4063,0
22447,4480,0
22031,4063,0
22448,4635,0
22604,4063,0
22448,5313,0
22083,4428,0
22448,4532,0
23489,4323,0
22552,4479,0
44218,4167,0
43958,4636,0
42708,4219,1
43125,4792,0
22136,4010,0
42136,4791,0
29792,4010,0
22396,4635,0
41666,4167,0
43281,4479,0
22135,4011,0
42031,5156,0
21979,4115,0
22396,4531,0
21979,3855,0
22343,4584,0
23438,4948,0
22760,4740,1
41927,4114,0
42812,4583,0
22969,4167,0
22239,4375,0
41771,4114,0
30573,4635,0
41823,4166,0
42083,4636,0
29532,4062,0
22448,4740,0
22032,4166,0
22395,4532,0
22812,4115,0
23697,5834,0
29844,4740,1
42239,4688,0
22031,4167,0
22552,4584,0
22083,4063,0
42135,4740,0
29375,4167,0
29740,4531,0
29479,4062,0
42135,4479,0
22240,4843,0
22344,4479,0
22084,3958,0
42083,4479,0
30365,4062,0
22812,5209,1
22187,4219,0
23437,4688,0
22135,4167,0
22447,4584,0
22031,4063,0
22344,4583,0
22084,4062,0
29739,4479,0
22656,4167,0
42188,5364,0
22396,4219,0
22344,4427,0
22031,4062,0
23177,4583,0
23490,4427,1
30781,4479,0
22344,4010,0
23125,4479,0
42656,4115,0
22917,5677,0
22344,4792,0
42709,4427,0
42187,4063,0
23594,4375,0
42239,3959,0
42604,4635,0
29896,4011,0
23541,4480,0
22917,4375,1
42657,4635,0
29792,5416,0
22916,4636,0
22500,4115,0
23542,4791,0
23125,4167,0
30417,5312,0
22552,4166,0
22864,4688,0
22500,4062,0
22709,4479,0
22500,4271,0
23438,4531,0
22969,4219,1
23594,4635,0
23229,4011,0
22761,5104,0
22396,3594,0
22865,5052,0
22396,4011,0
30625,4479,0
42188,3958,0
42552,4584,0
22396,4010,0
42604,4531,0
42240,3854,0
30156,4635,0
23750,4791,0
23281,4584,1
42396,4219,0
23698,4584,0
42396,4010,0
22917,4427,0
22344,4062,0
30417,4583,0
42188,4010,0
22968,4584,0
30052,4792,0
42604,4583,0
42292,3958,0
23697,4323,0
42969,4063,0
23438,5260,0
23073,4167,1
42761,4635,0
42292,3958,0
42760,4583,0
42292,3906,0
30208,4583,0
22448,3958,0
22812,4479,0
23072,4115,0
30157,5156,0
22396,4323,0
22864,4480,0
22447,3959,0
23281,4480,0
30520,4011,0
43229,4583,1
22604,4063,0
42500,4531,0
22396,4115,0
22344,4531,0
29323,4688,0
22396,4584,0
22135,4063,0
23125,4479,0
22240,4010,0
22448,4531,0
22031,4062,0
29792,4427,0
41719,3958,0
23021,4583,0
22291,4167,1
42136,4635,0
41667,3906,0
