executionTime,wakeUpLatency,interfered
22084,4166,0
23073,4479,0
22396,4948,1
42084,4687,0
21823,4010,0
23646,4687,0
22761,3906,0
22448,5313,0
22031,4167,0
22343,4584,0
21875,4166,0
22083,4792,0
21979,4115,0
42084,4583,0
41562,4011,0
22239,4584,0
23698,4167,0
22656,5469,1
22031,4739,0
22448,4687,0
22135,4115,0
22969,4531,0
29375,4167,0
42136,4583,0
41927,4063,0
42187,4583,0
41667,4114,0
43177,4271,1
22708,4636,0
42552,4687,0
23281,4063,0
24011,4895,1
30104,4166,0
42864,5521,0
42343,3959,0
30417,4635,0
42239,4167,0
30469,4635,0
29844,4115,0
42553,4635,0
42135,4115,0
22760,4636,0
23958,4011,0
30312,5365,0
30468,4584,0
23125,4635,1
22552,4166,0
42708,4635,0
22500,4063,0
30156,4583,0
42187,4063,0
42604,4584,0
22500,4115,0
22917,4583,0
22344,4896,0
22917,4687,0
22448,4115,0
43489,4532,0
22969,4062,0
43177,5104,0
23021,4271,1
22864,4688,0
42136,4166,0
42552,4479,0
22396,4114,0
22812,4635,0
22395,4063,0
22761,4531,0
42813,4114,0
22968,5417,0
22396,4375,0
22865,4479,0
42031,4010,0
23594,4687,0
22865,4271,1
22760,5209,0
29739,4115,0
22709,4531,0
22291,3907,0
22760,4635,0
22552,5209,0
22708,4532,0
22552,4011,0
23541,4636,0
22448,4166,0
23021,5104,0
22396,4114,0
42395,4636,0
43542,4115,0
23281,4844,1
22500,4948,0
22812,4688,0
22396,4062,0
30260,4428,0
43021,3958,0
22969,5469,0
42187,4115,0
30209,4739,0
42188,4166,0
42604,4635,0
42083,4115,0
22917,4687,0
42917,4219,0
23385,4792,1
30677,4167,0
22500,4636,0
22135,4792,0
29740,4531,0
22032,4166,0
30365,4635,0
29375,4115,0
22291,4688,0
29375,4062,0
22292,4583,0
42031,4167,0
22343,4584,0
22135,4219,0
23177,4583,0
22552,4323,1
30573,4687,0
22761,4218,0
42240,5365,0
41823,4062,0
42031,4740,0
41823,4063,0
42135,4584,0
41719,4062,0
42135,5157,0
21927,4219,0
42083,4532,0
30208,4011,0
29740,4583,0
23333,4844,0
24427,4792,1
22240,4323,0
22865,4635,0
21980,4166,0
22240,4635,0
22084,4166,0
22395,4636,0
22032,4062,0
22291,4636,0
22084,4844,0
22344,4636,0
21875,4166,0
42865,4479,0
22708,4271,0
23594,5260,0
22500,4219,1
23178,4739,0
41771,4115,0
42188,4635,0
22031,4011,0
22291,4688,0
29375,4063,0
22396,4688,0
22865,4063,0
22187,5886,0
21979,4688,0
22291,4584,0
21823,4063,0
22760,4636,0
22656,4167,0
30156,4740,1
42240,4271,0
42916,4740,0
22084,4166,0
22396,4479,0
21875,4791,0
22239,4584,0
21875,4062,0
41979,4531,0
29948,4114,0
22500,5468,0
29375,4114,0
22448,4479,0
21979,4167,0
23698,4531,0
29895,4219,1
42187,4636,0
29375,4063,0
42187,4532,0
22812,4219,0
22396,5312,0
29427,4687,0
42032,4635,0
