executionTime
22865
22552
22865
42240
22865
22604
22864
22500
23490
22553
22865
23281
23438
42344
42500
22709
22969
22448
23646
22760
22864
22500
30260
42448
42760
43021
43073
42448
23594
42448
22917
22500
29948
42031
42239
29531
42239
29531
30573
42084
42917
22605
22448
29427
29844
21979
22448
41875
23125
29531
42292
41927
22552
22916
22395
23542
22864
42031
23333
41823
22500
22188
42135
41875
22500
22083
22396
22344
43073
22291
23229
22448
42188
22083
22500
22135
29844
22084
23229
22291
22604
22291
23855
22135
23698
23646
25364
43021
43333
22136
22396
22031
22291
29895
42136
22031
42083
29635
42969
42552
42865
22187
42239
22240
30573
22084
22343
29583
23333
29531
29792
22136
29792
22188
43021
22448
22708
22396
23073
29479
22448
41927
42344
41927
42188
41875
42031
41875
22864
42292
30469
29583
22552
22292
22448
22187
22500
22188
22552
22084
22500
22187
22552
22760
22865
41979
22604
22083
22760
22239
42500
41875
22396
22187
29792
22240
22552
22291
23697
22500
22500
22187
22552
29583
42396
42031
22500
22031
23021
22031
22500
41979
30468
22448
30052
22292
22552
22344
30625
41823
30052
42188
22448
22031
29948
41823
30521
42188
22865
22031
22552
22135
22500
22865
22344
22032
22448
22292
22553
22188
22500
30105
30833
29583
22448
22135
22448
22083
22448
22084
42239
21927
22500
22187
22500
22032
23073
22552
29896
22032
22344
21979
22448
22760
22500
41875
22448
22032
22500
41979
23073
24375
42344
22656
42240
41979
29688
29375
29843
22084
22448
22395
30521
42917
22448
23021
22760
22135
22812
21927
22292
22031
22396
22864
22604
41927
22448
29479
22500
29375
42812
42343
23698
30052
22396
22136
22500
22032
22552
22136
22343
21979
42813
45468
22709
22865
30156
22917
22604
42083
22240
22188
30625
22552
42552
41823
30000
22187
30000
41979
23073
22500
43125
22604
22552
22187
29843
22292
42344
22239
22500
42031
43020
42657
22396
22917
22865
42917
30000
22188
22448
41823
30573
42552
22552
21927
22604
22240
22656
22187
23177
22500
23177
22292
42031
41980
42135
41822
22500
41823
29896
22135
43073
42396
22604
42396
22917
22187
22552
22187
22448
22448
